id_transakcji,Data,Rodzaj transakcji,koszt,id_wizyty jeśli wizyta
606,2019-12-26,wydanie paszportu,100,641
607,2019-12-26,eutanazja,200,642
608,2019-12-26,kontrolna,40,643
609,2019-12-26,szczepienie,30,644
610,2019-12-26,testy alergiczne,150,645
611,2019-12-26,EKG,80,646
612,2019-12-26,zabieg higieniczny drobny,50,647
613,2019-12-26,wydanie paszportu,100,648
614,2019-12-26,testy alergiczne,150,649
615,2019-12-26,Kompleksowy zestaw badań,250,650
616,2019-12-26,zabieg higieniczy duży,80,651
617,2019-12-26,Kompleksowy zestaw badań,250,652
618,2019-12-26,zabieg higieniczy duży,80,653
619,2019-12-26,USG,100,654
620,2019-12-26,testy alergiczne,150,655
621,2019-12-26,zabieg higieniczny drobny,50,656
622,2019-12-26,konsultacja chirurgiczna,40,657
623,2019-12-26,zabieg chirurgiczny drobny,100,658
624,2019-12-26,zabieg chirurgiczny drobny,100,659
625,2019-12-26,zabieg chirurgiczny drobny,100,660
626,2019-12-27,chipowanie,60,661
627,2019-12-27,chipowanie,60,662
628,2019-12-27,testy alergiczne,150,663
629,2019-12-28,kontrolna,40,664
630,2019-12-28,badanie krwi,60,665
631,2019-12-28,kontrolna,40,666
632,2019-12-28,testy alergiczne,150,667
633,2019-12-28,zabieg ortopedyczny,200,669
634,2019-12-29,zabieg higieniczny drobny,50,670
635,2019-12-29,Kompleksowy zestaw badań,250,673
636,2019-12-30,chipowanie,60,675
637,2019-12-30,zabieg chirurgiczny drobny,100,676
638,2019-12-30,operacja pod narkozą,450,677
639,2019-12-31,zabieg higieniczny drobny,50,679
640,2019-12-31,testy alergiczne,150,681
641,2019-12-31,testy alergiczne,150,682
642,2019-12-31,zabieg ortopedyczny,200,683
643,2019-12-31,zabieg higieniczy duży,80,684
644,2019-12-31,badanie krwi,60,685
645,2019-12-31,szczepienie,30,686
646,2019-12-31,badanie krwi,60,687
647,2019-12-31,operacja w znieczuleniu częściowym,400,688
648,2019-12-31,konsultacja chirurgiczna,40,690
649,2019-12-31,konsultacja chirurgiczna,40,691
650,2019-12-31,operacja w znieczuleniu częściowym,400,692
651,2020-01-01,USG,100,693
652,2020-01-01,kontrolna,40,694
653,2020-01-01,EKG,80,695
654,2020-01-01,RTG,80,697
655,2020-01-01,kroplówka witaminowa,50,698
656,2020-01-01,antykoncepcja,150,699
657,2020-01-01,zabieg chirurgiczny drobny,100,700
658,2020-01-01,zabieg chirurgiczny drobny,100,701
659,2020-01-01,zabieg chirurgii wewnętrznej,300,702
660,2020-01-01,konsultacja chirurgiczna,40,704
661,2020-01-01,konsultacja chirurgiczna,40,705
662,2020-01-01,czynsz,-4500,
663,2020-01-01,firma sprzątająca,-2800,
664,2020-01-01,opłaty,-900,
665,2020-01-01,biuro rachunkowe,-500,
666,2020-01-01,opłaty bankowe,-140,
667,2020-01-01,pensje dla pracowników,-20460,
668,2020-01-02,Kompleksowy zestaw badań,250,706
669,2020-01-02,zabieg higieniczny drobny,50,708
670,2020-01-02,szczepienie,30,709
671,2020-01-02,wydanie paszportu,100,710
672,2020-01-02,kontrolna,40,711
673,2020-01-02,zabieg higieniczny drobny,50,712
674,2020-01-02,kontrolna,40,713
675,2020-01-02,zabieg higieniczny drobny,50,714
676,2020-01-02,zabieg higieniczy duży,80,715
677,2020-01-02,testy alergiczne,150,716
678,2020-01-02,badanie krwi,60,717
679,2020-01-02,konsultacja chirurgiczna,40,719
680,2020-01-02,konsultacja chirurgiczna,40,720
681,2020-01-02,konsultacja chirurgiczna,40,721
682,2020-01-03,zabieg higieniczny drobny,50,722
683,2020-01-03,zabieg higieniczy duży,80,723
684,2020-01-03,wydanie paszportu,100,724
685,2020-01-03,badanie krwi,60,725
686,2020-01-03,kroplówka witaminowa,50,726
687,2020-01-04,chipowanie,60,727
688,2020-01-04,Kompleksowy zestaw badań,250,728
689,2020-01-04,kontrolna,40,729
690,2020-01-04,RTG,80,730
691,2020-01-05,EKG,80,731
692,2020-01-05,RTG,80,732
693,2020-01-05,chipowanie,60,733
694,2020-01-06,antykoncepcja,150,734
695,2020-01-06,antykoncepcja,150,736
696,2020-01-06,zabieg ortopedyczny,200,737
697,2020-01-06,zabieg chirurgiczny drobny,100,738
698,2020-01-06,konsultacja chirurgiczna,40,739
699,2020-01-06,konsultacja chirurgiczna,40,740
700,2020-01-06,konsultacja chirurgiczna,40,741
701,2020-01-07,kroplówka witaminowa,50,742
702,2020-01-07,zabieg higieniczy duży,80,743
703,2020-01-07,chipowanie,60,744
704,2020-01-07,zabieg higieniczny drobny,50,745
705,2020-01-07,antykoncepcja,150,747
706,2020-01-07,zabieg chirurgii wewnętrznej,300,748
707,2020-01-07,operacja pod narkozą,450,749
708,2020-01-07,operacja pod narkozą,450,750
709,2020-01-07,konsultacja chirurgiczna,40,751
710,2020-01-07,zabieg chirurgiczny drobny,100,752
711,2020-01-07,konsultacja chirurgiczna,40,753
712,2020-01-07,zabieg chirurgiczny drobny,100,754
713,2020-01-08,antykoncepcja,150,755
714,2020-01-08,szczepienie,30,756
715,2020-01-08,szczepienie,30,757
716,2020-01-08,EKG,80,758
717,2020-01-08,RTG,80,759
718,2020-01-08,RTG,80,760
719,2020-01-08,kontrolna,40,761
720,2020-01-09,zabieg higieniczny drobny,50,764
721,2020-01-09,antykoncepcja,150,766
722,2020-01-09,wydanie paszportu,100,767
723,2020-01-09,chipowanie,60,768
724,2020-01-09,zabieg ortopedyczny,200,769
725,2020-01-09,zabieg higieniczny drobny,50,770
726,2020-01-09,RTG,80,771
727,2020-01-09,kroplówka witaminowa,50,772
728,2020-01-09,EKG,80,773
729,2020-01-09,Kompleksowy zestaw badań,250,774
730,2020-01-09,kroplówka witaminowa,50,775
731,2020-01-09,testy alergiczne,150,776
732,2020-01-09,zabieg chirurgiczny drobny,100,777
733,2020-01-09,zabieg chirurgiczny drobny,100,779
734,2020-01-09,zabieg chirurgii wewnętrznej,300,781
735,2020-01-10,EKG,80,782
736,2020-01-10,wydanie paszportu,100,783
737,2020-01-10,zabieg ortopedyczny,200,785
738,2020-01-10,kontrolna,40,786
739,2020-01-11,zabieg ortopedyczny,200,788
740,2020-01-11,zabieg ortopedyczny,200,789
741,2020-01-12,testy alergiczne,150,790
742,2020-01-12,badanie krwi,60,791
743,2020-01-13,kroplówka witaminowa,50,792
744,2020-01-13,Kompleksowy zestaw badań,250,793
745,2020-01-13,zabieg higieniczy duży,80,794
746,2020-01-13,zabieg okulistyczny,200,795
747,2020-01-13,konsultacja chirurgiczna,40,796
748,2020-01-14,zabieg higieniczny drobny,50,798
749,2020-01-14,zabieg higieniczy duży,80,799
750,2020-01-14,RTG,80,800
751,2020-01-14,EKG,80,801
752,2020-01-14,EKG,80,802
753,2020-01-14,zabieg higieniczny drobny,50,803
754,2020-01-14,kroplówka witaminowa,50,804
755,2020-01-14,zabieg chirurgii wewnętrznej,300,806
756,2020-01-14,konsultacja chirurgiczna,40,808
757,2020-01-14,konsultacja chirurgiczna,40,809
758,2020-01-14,konsultacja chirurgiczna,40,810
759,2020-01-14,konsultacja chirurgiczna,40,811
760,2020-01-14,zabieg chrurgii zewnętrznej,300,812
761,2020-01-15,zabieg higieniczny drobny,50,813
762,2020-01-15,antykoncepcja,150,814
763,2020-01-15,badanie krwi,60,817
764,2020-01-15,testy alergiczne,150,818
765,2020-01-15,eutanazja,200,819
766,2020-01-15,eutanazja,200,820
767,2020-01-15,konsultacja chirurgiczna,40,821
768,2020-01-16,antykoncepcja,150,822
769,2020-01-16,testy alergiczne,150,823
770,2020-01-16,badanie krwi,60,824
771,2020-01-16,zabieg ortopedyczny,200,825
772,2020-01-16,RTG,80,826
773,2020-01-16,zabieg ortopedyczny,200,827
774,2020-01-16,wydanie paszportu,100,828
775,2020-01-16,wydanie paszportu,100,829
776,2020-01-16,kontrolna,40,830
777,2020-01-16,zabieg higieniczny drobny,50,831
778,2020-01-16,szczepienie,30,832
779,2020-01-16,RTG,80,833
780,2020-01-16,EKG,80,834
781,2020-01-16,zabieg chirurgiczny drobny,100,835
782,2020-01-16,konsultacja chirurgiczna,40,837
783,2020-01-16,zabieg chrurgii zewnętrznej,300,838
784,2020-01-17,chipowanie,60,839
785,2020-01-17,antykoncepcja,150,840
786,2020-01-17,zabieg ortopedyczny,200,841
787,2020-01-18,zabieg higieniczy duży,80,843
788,2020-01-18,Kompleksowy zestaw badań,250,844
789,2020-01-19,Kompleksowy zestaw badań,250,846
790,2020-01-20,EKG,80,847
791,2020-01-20,Kompleksowy zestaw badań,250,848
792,2020-01-20,wydanie paszportu,100,849
793,2020-01-20,badanie krwi,60,850
794,2020-01-20,EKG,80,851
795,2020-01-20,USG,100,852
796,2020-01-20,kroplówka witaminowa,50,853
797,2020-01-20,kroplówka witaminowa,50,854
798,2020-01-20,operacja pod narkozą,450,855
799,2020-01-20,konsultacja chirurgiczna,40,856
800,2020-01-20,zabieg chrurgii zewnętrznej,300,857
801,2020-01-20,zabieg chirurgiczny drobny,100,858
802,2020-01-20,operacja pod narkozą,450,859
803,2020-01-21,USG,100,860
804,2020-01-21,kontrolna,40,861
805,2020-01-21,zabieg higieniczny drobny,50,862
806,2020-01-21,Kompleksowy zestaw badań,250,863
807,2020-01-21,testy alergiczne,150,864
808,2020-01-21,kontrolna,40,866
809,2020-01-21,szczepienie,30,867
810,2020-01-21,zabieg chirurgiczny drobny,100,869
811,2020-01-21,zabieg chirurgiczny drobny,100,870
812,2020-01-21,zabieg chirurgii wewnętrznej,300,871
813,2020-01-22,eutanazja,200,874
814,2020-01-22,RTG,80,875
815,2020-01-22,kroplówka witaminowa,50,876
816,2020-01-22,RTG,80,877
817,2020-01-22,szczepienie,30,878
818,2020-01-22,Kompleksowy zestaw badań,250,879
819,2020-01-22,konsultacja chirurgiczna,40,880
820,2020-01-22,konsultacja chirurgiczna,40,881
821,2020-01-22,konsultacja chirurgiczna,40,882
822,2020-01-23,eutanazja,200,883
823,2020-01-23,szczepienie,30,884
824,2020-01-23,szczepienie,30,885
825,2020-01-23,zabieg higieniczy duży,80,886
826,2020-01-23,RTG,80,887
827,2020-01-23,zabieg chirurgiczny drobny,100,888
828,2020-01-23,zabieg chrurgii zewnętrznej,300,889
829,2020-01-23,zabieg okulistyczny,200,890
830,2020-01-24,chipowanie,60,891
831,2020-01-24,kroplówka witaminowa,50,892
832,2020-01-24,RTG,80,893
833,2020-01-24,zabieg higieniczy duży,80,895
834,2020-01-25,zabieg higieniczny drobny,50,898
835,2020-01-27,testy alergiczne,150,900
836,2020-01-27,operacja w znieczuleniu częściowym,400,902
837,2020-01-27,zabieg chirurgiczny drobny,100,904
838,2020-01-27,konsultacja chirurgiczna,40,905
839,2020-01-28,zabieg higieniczny drobny,50,907
840,2020-01-28,eutanazja,200,908
841,2020-01-28,badanie krwi,60,909
842,2020-01-28,wydanie paszportu,100,910
843,2020-01-28,kroplówka witaminowa,50,912
844,2020-01-28,wydanie paszportu,100,913
845,2020-01-28,zabieg chirurgii wewnętrznej,300,914
846,2020-01-28,zabieg okulistyczny,200,915
847,2020-01-28,konsultacja chirurgiczna,40,916
848,2020-01-28,operacja w znieczuleniu częściowym,400,917
849,2020-01-28,zabieg okulistyczny,200,918
850,2020-01-29,testy alergiczne,150,919
851,2020-01-29,chipowanie,60,920
852,2020-01-29,antykoncepcja,150,921
853,2020-01-29,zabieg ortopedyczny,200,922
854,2020-01-29,wydanie paszportu,100,923
855,2020-01-29,antykoncepcja,150,924
856,2020-01-29,Kompleksowy zestaw badań,250,925
857,2020-01-29,zabieg chirurgiczny drobny,100,926
858,2020-01-29,zabieg chirurgii wewnętrznej,300,927
859,2020-01-29,konsultacja chirurgiczna,40,928
860,2020-01-29,konsultacja chirurgiczna,40,929
861,2020-01-29,konsultacja chirurgiczna,40,931
862,2020-01-30,antykoncepcja,150,932
863,2020-01-30,wydanie paszportu,100,933
864,2020-01-30,zabieg higieniczy duży,80,934
865,2020-01-30,Kompleksowy zestaw badań,250,935
866,2020-01-30,badanie krwi,60,936
867,2020-01-30,EKG,80,937
868,2020-01-30,wydanie paszportu,100,938
869,2020-01-30,USG,100,939
870,2020-01-30,USG,100,941
871,2020-01-30,operacja pod narkozą,450,942
872,2020-01-30,zabieg chirurgiczny drobny,100,943
873,2020-01-30,zabieg chrurgii zewnętrznej,300,944
874,2020-01-30,zabieg chirurgiczny drobny,100,945
875,2020-01-30,zabieg chirurgiczny drobny,100,946
876,2020-01-30,konsultacja chirurgiczna,40,947
877,2020-01-31,wydanie paszportu,100,948
878,2020-01-31,kontrolna,40,949
879,2020-01-31,wydanie paszportu,100,950
880,2020-01-31,kroplówka witaminowa,50,951
881,2020-01-31,zabieg higieniczy duży,80,952
882,2020-01-31,szczepienie,30,953
883,2020-01-31,wydanie paszportu,100,954
884,2020-01-31,Kompleksowy zestaw badań,250,955
885,2020-01-31,antykoncepcja,150,956
886,2020-01-31,zabieg higieniczny drobny,50,957
887,2020-02-01,EKG,80,958
888,2020-02-01,czynsz,-4500,
889,2020-02-01,firma sprzątająca,-2800,
890,2020-02-01,opłaty,-900,
891,2020-02-01,biuro rachunkowe,-500,
892,2020-02-01,opłaty bankowe,-140,
893,2020-02-01,pensje dla pracowników,-20460,
894,2020-02-02,badanie krwi,60,959
895,2020-02-02,antykoncepcja,150,960
896,2020-02-03,zabieg higieniczy duży,80,961
897,2020-02-03,testy alergiczne,150,962
898,2020-02-03,RTG,80,963
899,2020-02-03,szczepienie,30,964
900,2020-02-03,eutanazja,200,965
901,2020-02-03,chipowanie,60,966
902,2020-02-03,operacja pod narkozą,450,967
903,2020-02-03,zabieg chirurgiczny drobny,100,968
904,2020-02-03,zabieg chrurgii zewnętrznej,300,969
905,2020-02-04,kroplówka witaminowa,50,970
906,2020-02-04,zabieg ortopedyczny,200,971
907,2020-02-04,testy alergiczne,150,972
908,2020-02-04,kontrolna,40,973
909,2020-02-04,RTG,80,974
910,2020-02-04,zabieg ortopedyczny,200,975
911,2020-02-04,zabieg okulistyczny,200,977
912,2020-02-04,zabieg chrurgii zewnętrznej,300,978
913,2020-02-04,zabieg chirurgiczny drobny,100,979
914,2020-02-05,USG,100,981
915,2020-02-05,Kompleksowy zestaw badań,250,982
916,2020-02-05,testy alergiczne,150,983
917,2020-02-05,USG,100,984
918,2020-02-05,Kompleksowy zestaw badań,250,985
919,2020-02-05,zabieg higieniczy duży,80,987
920,2020-02-05,wydanie paszportu,100,988
921,2020-02-05,zabieg chirurgii wewnętrznej,300,989
922,2020-02-05,zabieg chirurgiczny drobny,100,990
923,2020-02-05,konsultacja chirurgiczna,40,991
924,2020-02-05,konsultacja chirurgiczna,40,993
925,2020-02-06,wydanie paszportu,100,994
926,2020-02-06,zabieg ortopedyczny,200,996
927,2020-02-06,kroplówka witaminowa,50,997
928,2020-02-06,kroplówka witaminowa,50,998
929,2020-02-06,zabieg higieniczy duży,80,999
930,2020-02-06,chipowanie,60,1000
931,2020-02-06,konsultacja chirurgiczna,40,1001
932,2020-02-06,konsultacja chirurgiczna,40,1002
933,2020-02-06,konsultacja chirurgiczna,40,1003
934,2020-02-06,zabieg chirurgiczny drobny,100,1004
935,2020-02-06,zabieg chirurgiczny drobny,100,1005
936,2020-02-06,zabieg chirurgiczny drobny,100,1006
937,2020-02-06,zabieg chirurgiczny drobny,100,1008
938,2020-02-07,RTG,80,1009
939,2020-02-07,kroplówka witaminowa,50,1010
940,2020-02-07,antykoncepcja,150,1011
941,2020-02-07,USG,100,1012
942,2020-02-08,antykoncepcja,150,1013
943,2020-02-09,EKG,80,1014
944,2020-02-10,testy alergiczne,150,1015
945,2020-02-10,USG,100,1016
946,2020-02-10,badanie krwi,60,1017
947,2020-02-10,testy alergiczne,150,1018
948,2020-02-10,konsultacja chirurgiczna,40,1019
949,2020-02-10,konsultacja chirurgiczna,40,1020
950,2020-02-10,konsultacja chirurgiczna,40,1021
951,2020-02-10,konsultacja chirurgiczna,40,1022
952,2020-02-11,antykoncepcja,150,1024
953,2020-02-11,testy alergiczne,150,1025
954,2020-02-11,testy alergiczne,150,1026
955,2020-02-11,zabieg higieniczy duży,80,1027
956,2020-02-11,chipowanie,60,1028
957,2020-02-11,EKG,80,1029
958,2020-02-11,kroplówka witaminowa,50,1030
959,2020-02-11,kontrolna,40,1031
960,2020-02-11,zabieg ortopedyczny,200,1032
961,2020-02-11,zabieg chirurgiczny drobny,100,1033
962,2020-02-11,konsultacja chirurgiczna,40,1034
963,2020-02-12,kroplówka witaminowa,50,1035
964,2020-02-12,wydanie paszportu,100,1036
965,2020-02-12,chipowanie,60,1037
966,2020-02-12,kroplówka witaminowa,50,1040
967,2020-02-12,wydanie paszportu,100,1041
968,2020-02-12,EKG,80,1042
969,2020-02-12,chipowanie,60,1043
970,2020-02-12,wydanie paszportu,100,1044
971,2020-02-12,chipowanie,60,1045
972,2020-02-12,konsultacja chirurgiczna,40,1046
973,2020-02-13,RTG,80,1047
974,2020-02-13,eutanazja,200,1048
975,2020-02-13,zabieg ortopedyczny,200,1049
976,2020-02-13,zabieg higieniczy duży,80,1050
977,2020-02-13,kontrolna,40,1051
978,2020-02-13,zabieg higieniczny drobny,50,1052
979,2020-02-13,szczepienie,30,1053
980,2020-02-13,testy alergiczne,150,1055
981,2020-02-14,eutanazja,200,1056
982,2020-02-14,antykoncepcja,150,1057
983,2020-02-15,badanie krwi,60,1058
984,2020-02-16,USG,100,1059
985,2020-02-16,antykoncepcja,150,1060
986,2020-02-17,zabieg higieniczny drobny,50,1061
987,2020-02-17,zabieg chirurgiczny drobny,100,1062
988,2020-02-17,konsultacja chirurgiczna,40,1063
989,2020-02-17,operacja pod narkozą,450,1064
990,2020-02-17,zabieg chirurgiczny drobny,100,1065
991,2020-02-17,konsultacja chirurgiczna,40,1067
992,2020-02-17,konsultacja chirurgiczna,40,1068
993,2020-02-17,zabieg chirurgiczny drobny,100,1069
994,2020-02-17,konsultacja chirurgiczna,40,1070
995,2020-02-17,zabieg okulistyczny,200,1071
996,2020-02-18,antykoncepcja,150,1072
997,2020-02-18,antykoncepcja,150,1073
998,2020-02-18,EKG,80,1074
999,2020-02-18,kontrolna,40,1075
1000,2020-02-18,konsultacja chirurgiczna,40,1076
1001,2020-02-18,operacja w znieczuleniu częściowym,400,1077
1002,2020-02-18,operacja pod narkozą,450,1078
1003,2020-02-19,badanie krwi,60,1079
1004,2020-02-19,badanie krwi,60,1080
1005,2020-02-19,wydanie paszportu,100,1081
1006,2020-02-19,wydanie paszportu,100,1082
1007,2020-02-19,zabieg ortopedyczny,200,1083
1008,2020-02-19,chipowanie,60,1084
1009,2020-02-19,szczepienie,30,1085
1010,2020-02-19,EKG,80,1086
1011,2020-02-19,zabieg chirurgiczny drobny,100,1087
1012,2020-02-19,konsultacja chirurgiczna,40,1088
1013,2020-02-19,zabieg chirurgiczny drobny,100,1089
1014,2020-02-19,operacja pod narkozą,450,1090
1015,2020-02-20,RTG,80,1091
1016,2020-02-20,USG,100,1092
1017,2020-02-20,zabieg ortopedyczny,200,1093
1018,2020-02-20,wydanie paszportu,100,1094
1019,2020-02-20,testy alergiczne,150,1095
1020,2020-02-20,Kompleksowy zestaw badań,250,1096
1021,2020-02-20,RTG,80,1097
1022,2020-02-20,RTG,80,1098
1023,2020-02-20,zabieg higieniczy duży,80,1099
1024,2020-02-20,szczepienie,30,1100
1025,2020-02-20,zabieg chrurgii zewnętrznej,300,1101
1026,2020-02-20,konsultacja chirurgiczna,40,1102
1027,2020-02-20,zabieg chirurgiczny drobny,100,1104
1028,2020-02-20,konsultacja chirurgiczna,40,1105
1029,2020-02-20,konsultacja chirurgiczna,40,1106
1030,2020-02-21,kroplówka witaminowa,50,1107
1031,2020-02-21,kontrolna,40,1108
1032,2020-02-21,wydanie paszportu,100,1109
1033,2020-02-21,Kompleksowy zestaw badań,250,1110
1034,2020-02-22,eutanazja,200,1111
1035,2020-02-23,USG,100,1112
1036,2020-02-24,RTG,80,1113
1037,2020-02-24,zabieg higieniczny drobny,50,1114
1038,2020-02-24,chipowanie,60,1115
1039,2020-02-24,szczepienie,30,1116
1040,2020-02-24,chipowanie,60,1117
1041,2020-02-24,antykoncepcja,150,1118
1042,2020-02-24,zabieg chirurgiczny drobny,100,1119
1043,2020-02-24,operacja pod narkozą,450,1120
1044,2020-02-24,konsultacja chirurgiczna,40,1121
1045,2020-02-24,konsultacja chirurgiczna,40,1122
1046,2020-02-25,zabieg higieniczny drobny,50,1123
1047,2020-02-25,badanie krwi,60,1124
1048,2020-02-25,kroplówka witaminowa,50,1125
1049,2020-02-25,testy alergiczne,150,1126
1050,2020-02-25,zabieg higieniczny drobny,50,1128
1051,2020-02-25,zabieg chirurgiczny drobny,100,1129
1052,2020-02-25,konsultacja chirurgiczna,40,1130
1053,2020-02-25,zabieg chirurgiczny drobny,100,1131
1054,2020-02-25,konsultacja chirurgiczna,40,1132
1055,2020-02-25,operacja w znieczuleniu częściowym,400,1133
1056,2020-02-25,konsultacja chirurgiczna,40,1134
1057,2020-02-26,badanie krwi,60,1135
1058,2020-02-26,kroplówka witaminowa,50,1136
1059,2020-02-26,Kompleksowy zestaw badań,250,1137
1060,2020-02-26,Kompleksowy zestaw badań,250,1138
1061,2020-02-26,zabieg higieniczny drobny,50,1139
1062,2020-02-26,kroplówka witaminowa,50,1141
1063,2020-02-26,antykoncepcja,150,1142
1064,2020-02-26,operacja w znieczuleniu częściowym,400,1143
1065,2020-02-26,konsultacja chirurgiczna,40,1144
1066,2020-02-26,konsultacja chirurgiczna,40,1146
1067,2020-02-26,konsultacja chirurgiczna,40,1147
1068,2020-02-26,zabieg okulistyczny,200,1148
1069,2020-02-27,zabieg higieniczy duży,80,1149
1070,2020-02-27,zabieg higieniczy duży,80,1150
